id,semantic_groups,uri,preflabel,name,synonyms,description
HGNC:26361,gene,https://identifiers.org/HGNC:26361,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:28337,gene,https://identifiers.org/HGNC:28337,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0024537,phenotype,http://purl.obolibrary.org/obo/MONDO_0024537,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:19691,gene,https://identifiers.org/HGNC:19691,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0019095,phenotype,http://purl.obolibrary.org/obo/MONDO_0019095,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0002591,phenotype,http://purl.obolibrary.org/obo/HP_0002591,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0010857,phenotype,http://purl.obolibrary.org/obo/MONDO_0010857,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0014864,phenotype,http://purl.obolibrary.org/obo/MONDO_0014864,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0030936,phenotype,http://purl.obolibrary.org/obo/MONDO_0030936,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0014503,phenotype,http://purl.obolibrary.org/obo/MONDO_0014503,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0017809,phenotype,http://purl.obolibrary.org/obo/MONDO_0017809,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:8582,gene,https://identifiers.org/HGNC:8582,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:1493,gene,https://identifiers.org/HGNC:1493,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009502,phenotype,http://purl.obolibrary.org/obo/MONDO_0009502,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0016060,phenotype,http://purl.obolibrary.org/obo/MONDO_0016060,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0030842,phenotype,http://purl.obolibrary.org/obo/HP_0030842,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0016484,phenotype,http://purl.obolibrary.org/obo/MONDO_0016484,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0014359,phenotype,http://purl.obolibrary.org/obo/MONDO_0014359,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0010476,phenotype,http://purl.obolibrary.org/obo/MONDO_0010476,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0012509,phenotype,http://purl.obolibrary.org/obo/MONDO_0012509,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0030028,phenotype,http://purl.obolibrary.org/obo/MONDO_0030028,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009468,phenotype,http://purl.obolibrary.org/obo/MONDO_0009468,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0200136,phenotype,http://purl.obolibrary.org/obo/HP_0200136,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0018868,phenotype,http://purl.obolibrary.org/obo/MONDO_0018868,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0000914,phenotype,http://purl.obolibrary.org/obo/MONDO_0000914,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0020345,phenotype,http://purl.obolibrary.org/obo/MONDO_0020345,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0011327,phenotype,http://purl.obolibrary.org/obo/MONDO_0011327,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0018694,phenotype,http://purl.obolibrary.org/obo/MONDO_0018694,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0010060,phenotype,http://purl.obolibrary.org/obo/MONDO_0010060,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0011871,phenotype,http://purl.obolibrary.org/obo/MONDO_0011871,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0017572,phenotype,http://purl.obolibrary.org/obo/MONDO_0017572,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:24750,gene,https://identifiers.org/HGNC:24750,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0008695,phenotype,http://purl.obolibrary.org/obo/MONDO_0008695,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:17296,gene,https://identifiers.org/HGNC:17296,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0002340,phenotype,http://purl.obolibrary.org/obo/HP_0002340,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0008056,phenotype,http://purl.obolibrary.org/obo/MONDO_0008056,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:18010,gene,https://identifiers.org/HGNC:18010,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0023657,phenotype,http://purl.obolibrary.org/obo/MONDO_0023657,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0001336,phenotype,http://purl.obolibrary.org/obo/HP_0001336,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0019911,phenotype,http://purl.obolibrary.org/obo/MONDO_0019911,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:2092,gene,https://identifiers.org/HGNC:2092,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:713,gene,https://identifiers.org/HGNC:713,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:735,gene,https://identifiers.org/HGNC:735,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:11139,gene,https://identifiers.org/HGNC:11139,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0032634,phenotype,http://purl.obolibrary.org/obo/MONDO_0032634,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0018006,phenotype,http://purl.obolibrary.org/obo/MONDO_0018006,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009463,phenotype,http://purl.obolibrary.org/obo/MONDO_0009463,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0011632,phenotype,http://purl.obolibrary.org/obo/MONDO_0011632,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0030326,phenotype,http://purl.obolibrary.org/obo/MONDO_0030326,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:4177,gene,https://identifiers.org/HGNC:4177,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0012444,phenotype,http://purl.obolibrary.org/obo/MONDO_0012444,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:28912,gene,https://identifiers.org/HGNC:28912,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:25613,gene,https://identifiers.org/HGNC:25613,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:16235,gene,https://identifiers.org/HGNC:16235,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0019543,phenotype,http://purl.obolibrary.org/obo/MONDO_0019543,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0014952,phenotype,http://purl.obolibrary.org/obo/MONDO_0014952,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0011638,phenotype,http://purl.obolibrary.org/obo/MONDO_0011638,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0007123,phenotype,http://purl.obolibrary.org/obo/HP_0007123,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0012764,phenotype,http://purl.obolibrary.org/obo/MONDO_0012764,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
